Customer_ID,Bank_Name,Customer_Segment,Daily_Txn_Frequency,Daily_Txn_Limit,Daily_Amount_Spent,Daily_Amount_Limit,Monthly_Txn_Frequency,Monthly_Txn_Limit,Monthly_Amount_Spent,Monthly_Amount_Limit,Risk_Score,Risk_Category
CUST100269,Indian Bank,Mass Retail,3,9,7900,50000,70,205,123000,1140000,22.3,Low Risk
CUST100270,Axis Bank,Mass Retail,2,6,2900,100000,42,129,41000,1820000,15.9,Low Risk
CUST100271,Union Bank of India,Business,4,78,104600,1000000,68,1915,2220000,23790000,7.3,Low Risk
CUST100272,Union Bank of India,Business,8,46,149700,500000,144,1118,2704000,10000000,22.6,Low Risk
CUST100273,Federal Bank,Business,24,78,454400,2500000,622,1979,6946000,52810000,22.3,Low Risk
CUST100274,Punjab National Bank,Business,10,79,1278400,5000000,211,1509,21074000,100920000,19.1,Low Risk
CUST100275,Bank of India,Affluent,3,15,18000,100000,61,370,291000,1990000,17.2,Low Risk
CUST100276,Yes Bank,Affluent,7,16,350600,300000,301,409,6385000,6310000,87.0,Medium Risk
CUST100277,Yes Bank,Premium,1,23,64900,1000000,35,564,1189000,20650000,5.6,Low Risk
CUST100278,Punjab National Bank,Affluent,19,20,391800,300000,488,398,7687000,6730000,116.6,High Risk
CUST100279,IDFC First Bank,Premium,2,22,558200,1000000,51,431,9129000,23690000,31.2,Low Risk
CUST100280,Punjab National Bank,Premium,11,33,7300,300000,159,632,141000,6020000,13.9,Low Risk
CUST100281,Punjab National Bank,Business,8,57,360200,1000000,153,1334,6280000,19500000,24.5,Low Risk
CUST100282,Federal Bank,Mass Retail,1,6,1900,50000,10,140,40000,1130000,7.5,Low Risk
CUST100283,HDFC Bank,Mass Retail,3,9,10900,40000,59,233,225000,910000,27.3,Low Risk
CUST100284,Punjab National Bank,Mass Retail,1,6,1200,50000,22,131,25000,1220000,8.6,Low Risk
CUST100285,Kotak Mahindra Bank,Affluent,0,14,37000,100000,10,299,575000,1810000,20.0,Low Risk
CUST100286,State Bank of India,Mass Retail,1,6,5000,75000,31,140,114000,1800000,12.2,Low Risk
CUST100287,IndusInd Bank,Affluent,2,20,170100,300000,48,496,3781000,6490000,36.6,Low Risk
CUST100288,Union Bank of India,Affluent,6,19,57000,300000,110,486,861000,6700000,21.1,Low Risk
CUST100289,Bank of India,Mass Retail,3,10,7300,50000,67,246,104000,930000,19.8,Low Risk
CUST100290,ICICI Bank,Affluent,16,17,161600,200000,359,374,4338000,4210000,93.3,High Risk
CUST100291,Canara Bank,Mass Retail,5,8,125500,100000,154,188,2878000,1960000,107.8,High Risk
CUST100292,Canara Bank,Mass Retail,2,9,23400,75000,29,225,384000,1480000,23.7,Low Risk
CUST100293,Bank of India,Business,4,40,461300,5000000,73,897,8502000,107640000,8.7,Low Risk
CUST100294,Yes Bank,Mass Retail,1,6,18400,100000,23,123,425000,2370000,18.0,Low Risk
CUST100295,Axis Bank,Mass Retail,2,6,42700,40000,84,121,1348000,930000,93.0,High Risk
CUST100296,Union Bank of India,Affluent,5,18,209600,300000,73,342,4828000,6640000,50.8,Low-Medium Risk
CUST100297,Indian Bank,Premium,4,25,207000,500000,87,601,4127000,10890000,28.7,Low Risk
CUST100298,HDFC Bank,Mass Retail,1,13,9200,50000,9,257,146000,1050000,11.6,Low Risk
CUST100299,Union Bank of India,Affluent,4,13,33600,200000,67,269,599000,4960000,20.4,Low Risk
CUST100300,Indian Bank,Mass Retail,2,12,3900,25000,36,253,81000,550000,15.5,Low Risk
CUST100301,Bank of India,Mass Retail,8,10,31600,40000,195,229,855000,790000,88.7,Medium Risk
CUST100302,Yes Bank,Affluent,6,19,59700,150000,100,414,984000,2940000,32.8,Low Risk
CUST100303,State Bank of India,Affluent,8,18,319600,300000,191,427,8126000,6680000,83.7,Medium Risk
CUST100304,Federal Bank,Affluent,3,13,26500,300000,44,252,400000,6500000,13.0,Low Risk
CUST100305,Union Bank of India,Premium,23,25,797400,750000,546,497,17802000,13540000,110.8,High Risk
CUST100306,Axis Bank,SME,35,33,670000,750000,727,742,13091000,17860000,90.2,High Risk
CUST100307,Axis Bank,Affluent,3,20,14600,200000,58,427,308000,4590000,10.3,Low Risk
CUST100308,Punjab National Bank,Mass Retail,3,8,2800,40000,58,169,65000,910000,19.8,Low Risk
CUST100309,IndusInd Bank,Premium,10,24,74000,500000,203,467,1158000,9240000,26.5,Low Risk
CUST100310,Bank of Baroda,Mass Retail,1,9,16900,75000,22,227,244000,1540000,15.5,Low Risk
CUST100311,IDFC First Bank,Affluent,3,18,93000,300000,44,429,2339000,7360000,23.6,Low Risk
CUST100312,IndusInd Bank,Mass Retail,2,13,6700,25000,26,258,167000,600000,20.9,Low Risk
CUST100313,Bank of Baroda,Mass Retail,3,9,11900,75000,56,175,212000,1500000,22.7,Low Risk
CUST100314,Bank of India,SME,9,26,143700,750000,191,671,2106000,14320000,23.4,Low Risk
CUST100315,HDFC Bank,Business,56,53,51800,2500000,1559,1260,1146000,52860000,51.7,Low-Medium Risk
CUST100316,Axis Bank,Premium,0,32,106300,500000,9,702,1651000,10250000,10.6,Low Risk
CUST100317,Federal Bank,Mass Retail,4,12,22800,75000,75,287,505000,1710000,29.8,Low Risk
CUST100318,HDFC Bank,Mass Retail,4,12,4900,25000,85,292,86000,620000,23.2,Low Risk
CUST100319,Yes Bank,Mass Retail,3,6,10500,25000,56,147,161000,510000,40.1,Low-Medium Risk
CUST100320,ICICI Bank,Mass Retail,4,12,10400,75000,91,268,182000,1380000,22.3,Low Risk
CUST100321,Canara Bank,Affluent,13,21,97100,400000,253,462,2444000,9710000,39.5,Low Risk
CUST100322,Bank of Baroda,Premium,38,31,346900,500000,739,591,9684000,9130000,103.6,High Risk
CUST100323,Federal Bank,Premium,11,29,185200,500000,213,739,3428000,12330000,32.9,Low Risk
CUST100324,Axis Bank,Mass Retail,3,9,18500,75000,82,209,380000,1700000,29.0,Low Risk
CUST100325,IDFC First Bank,SME,35,31,335400,400000,644,633,8771000,9840000,95.7,High Risk
CUST100326,Axis Bank,Premium,2,21,326200,500000,55,534,6394000,9700000,41.1,Low-Medium Risk
CUST100327,Yes Bank,Affluent,6,21,24000,100000,119,533,384000,1830000,23.8,Low Risk
CUST100328,Indian Bank,Affluent,8,15,25100,100000,179,389,423000,2140000,34.4,Low Risk
CUST100329,Kotak Mahindra Bank,Mass Retail,1,12,21900,50000,29,301,428000,1060000,27.5,Low Risk
CUST100330,Yes Bank,Mass Retail,5,9,66300,50000,188,234,1187000,1020000,99.6,High Risk
CUST100331,Union Bank of India,Mass Retail,7,12,11600,40000,125,249,300000,990000,40.3,Low-Medium Risk
CUST100332,Federal Bank,Premium,9,25,144000,500000,208,622,3251000,11880000,30.9,Low Risk
CUST100333,Indian Bank,Mass Retail,4,11,48700,100000,89,272,1142000,2260000,43.2,Low-Medium Risk
CUST100334,Bank of Baroda,Mass Retail,6,7,37600,50000,133,144,730000,960000,81.4,Medium Risk
CUST100335,Yes Bank,Mass Retail,4,11,5700,40000,79,217,128000,930000,23.7,Low Risk
CUST100336,Yes Bank,Mass Retail,2,9,4900,40000,36,233,111000,920000,14.9,Low Risk
CUST100337,Union Bank of India,Business,6,76,566100,1000000,103,1601,8850000,20980000,30.8,Low Risk
CUST100338,Axis Bank,Premium,5,22,19000,750000,98,552,478000,18360000,10.7,Low Risk
CUST100339,IndusInd Bank,Affluent,4,17,27400,150000,78,323,438000,2880000,19.8,Low Risk
CUST100340,Axis Bank,Mass Retail,8,8,45200,50000,138,153,994000,990000,95.0,High Risk
CUST100341,Kotak Mahindra Bank,Affluent,3,12,111500,400000,68,267,1680000,7380000,25.3,Low Risk
CUST100342,Axis Bank,Affluent,3,19,30400,150000,49,393,697000,3540000,17.4,Low Risk
CUST100343,Bank of Baroda,Mass Retail,3,9,6200,40000,53,214,143000,890000,21.7,Low Risk
CUST100344,Yes Bank,Affluent,20,18,88200,100000,537,413,1946000,2020000,104.5,High Risk
CUST100345,Canara Bank,Mass Retail,1,9,17500,50000,25,176,232000,960000,22.0,Low Risk
CUST100346,Yes Bank,Affluent,2,16,26600,150000,24,322,476000,2740000,14.0,Low Risk
CUST100347,Union Bank of India,Affluent,2,20,33800,200000,35,434,589000,3830000,12.9,Low Risk
CUST100348,Kotak Mahindra Bank,Mass Retail,5,10,23000,50000,102,203,462000,1060000,47.2,Low-Medium Risk
CUST100349,Indian Bank,Mass Retail,2,10,11500,75000,47,245,149000,1480000,15.6,Low Risk
CUST100350,Federal Bank,Affluent,7,19,86800,200000,154,416,1740000,3960000,40.6,Low-Medium Risk
CUST100351,Bank of Baroda,Affluent,2,14,47900,200000,37,275,851000,4830000,17.7,Low Risk
CUST100352,Kotak Mahindra Bank,Business,47,43,287400,500000,902,963,6532000,10800000,77.4,Medium Risk
CUST100353,Federal Bank,Premium,10,24,284600,1000000,212,471,5207000,23100000,33.4,Low Risk
CUST100354,Indian Bank,Mass Retail,13,13,29900,50000,312,259,657000,910000,85.4,Medium Risk
CUST100355,Federal Bank,Mass Retail,1,12,7500,75000,10,248,129000,1540000,7.7,Low Risk
CUST100356,Punjab National Bank,Affluent,7,20,81800,400000,125,500,1415000,8540000,23.6,Low Risk
CUST100357,Yes Bank,Mass Retail,4,9,44600,100000,97,229,796000,1930000,43.0,Low-Medium Risk
CUST100358,Yes Bank,Affluent,5,17,6000,100000,92,421,104000,1880000,14.6,Low Risk
CUST100359,Federal Bank,SME,12,28,2063500,1500000,356,597,42867000,36140000,94.6,High Risk
CUST100360,IDFC First Bank,Affluent,4,12,15400,200000,59,251,393000,4920000,17.0,Low Risk
CUST100361,State Bank of India,Mass Retail,1,6,6300,25000,28,137,91000,460000,20.7,Low Risk
CUST100362,Indian Bank,Affluent,1,13,13900,100000,27,313,188000,2040000,10.2,Low Risk
CUST100363,Bank of Baroda,Affluent,4,15,24300,150000,81,389,588000,3710000,19.5,Low Risk
CUST100364,Canara Bank,Affluent,13,15,181500,300000,306,299,5106000,5570000,84.1,Medium Risk
CUST100365,State Bank of India,SME,9,35,419300,750000,140,677,9169000,16880000,41.1,Low-Medium Risk
CUST100366,Bank of Baroda,Mass Retail,8,7,45100,50000,215,167,1186000,1240000,105.5,High Risk
CUST100367,Federal Bank,SME,12,47,120400,750000,274,1167,2951000,18640000,19.7,Low Risk
CUST100368,Federal Bank,Business,14,74,750000,2500000,313,1844,16601000,53250000,25.0,Low Risk
CUST100369,ICICI Bank,Mass Retail,6,7,60400,75000,144,166,1201000,1440000,84.0,Medium Risk
CUST100370,Union Bank of India,Mass Retail,2,13,25400,100000,37,334,385000,1940000,18.3,Low Risk
CUST100371,Punjab National Bank,Mass Retail,2,9,7400,100000,28,203,120000,2420000,11.3,Low Risk
CUST100372,IDFC First Bank,Mass Retail,8,6,26800,25000,207,152,685000,610000,120.5,High Risk
CUST100373,IndusInd Bank,Mass Retail,2,10,23500,100000,43,258,356000,2230000,19.3,Low Risk
CUST100374,State Bank of India,Premium,3,31,39600,300000,62,773,688000,7010000,10.4,Low Risk
CUST100375,IndusInd Bank,Mass Retail,4,13,11400,40000,96,275,205000,930000,28.5,Low Risk
CUST100376,Punjab National Bank,Mass Retail,0,6,11200,25000,2,122,247000,570000,25.1,Low Risk
CUST100377,Indian Bank,Business,73,79,2979100,5000000,2129,1804,95079000,118950000,85.4,Medium Risk
CUST100378,Indian Bank,Mass Retail,3,8,53900,50000,132,177,1469000,1140000,91.2,High Risk
CUST100379,Axis Bank,Business,5,44,334900,1000000,121,1106,6984000,21740000,23.0,Low Risk
CUST100380,Bank of Baroda,Mass Retail,10,8,72200,100000,206,158,1794000,1970000,101.7,High Risk
CUST100381,Punjab National Bank,Mass Retail,14,13,33700,40000,237,270,771000,930000,89.9,Medium Risk
CUST100382,Bank of India,Premium,12,29,60400,1000000,289,704,844000,21310000,20.8,Low Risk
CUST100383,Canara Bank,Affluent,8,13,91600,200000,180,256,1845000,4010000,54.8,Low-Medium Risk
CUST100384,ICICI Bank,Business,2,47,430300,1500000,40,999,8717000,35420000,16.9,Low Risk
CUST100385,Union Bank of India,Premium,17,32,1038800,750000,585,695,21275000,17160000,103.8,High Risk
CUST100386,Union Bank of India,Business,104,84,984100,1000000,2333,1962,32063000,24560000,117.6,High Risk
CUST100387,Indian Bank,Mass Retail,1,11,6300,25000,11,221,80000,480000,14.8,Low Risk
CUST100388,Yes Bank,Mass Retail,10,12,61500,75000,294,300,1251000,1690000,83.5,Medium Risk
CUST100389,HDFC Bank,Premium,11,28,56600,500000,262,620,880000,9850000,23.4,Low Risk
CUST100390,HDFC Bank,Business,11,89,13100,500000,215,2262,247000,12160000,6.2,Low Risk
CUST100391,Canara Bank,SME,23,36,859800,750000,620,802,16207000,14020000,95.7,High Risk
CUST100392,Federal Bank,Mass Retail,1,12,4800,25000,21,251,105000,560000,14.2,Low Risk
CUST100393,HDFC Bank,Mass Retail,2,10,2200,50000,28,200,47000,1180000,9.7,Low Risk
CUST100394,IndusInd Bank,Premium,3,25,67600,300000,64,476,904000,6150000,16.1,Low Risk
CUST100395,Bank of India,Mass Retail,3,12,22000,50000,56,273,447000,1230000,32.5,Low Risk
CUST100396,IndusInd Bank,SME,3,38,142600,400000,54,751,3480000,9580000,23.5,Low Risk
CUST100397,HDFC Bank,Business,50,77,90200,1000000,1093,1674,1667000,20060000,33.4,Low Risk
CUST100398,Kotak Mahindra Bank,Affluent,8,17,418800,300000,229,393,5467000,5420000,90.6,High Risk
CUST100399,Kotak Mahindra Bank,Premium,30,28,497200,750000,501,586,9108000,15060000,77.5,Medium Risk
CUST100400,Yes Bank,Premium,18,31,66700,300000,366,627,1156000,5990000,37.0,Low Risk
CUST100401,Union Bank of India,Mass Retail,3,10,18200,100000,73,244,372000,2420000,22.4,Low Risk
CUST100402,Axis Bank,Business,7,88,249000,2500000,182,2255,6173000,61920000,9.1,Low Risk
CUST100403,ICICI Bank,Affluent,3,12,11100,150000,52,236,151000,2770000,13.7,Low Risk
CUST100404,Axis Bank,Business,41,86,1355200,5000000,760,1728,29760000,106500000,35.6,Low Risk
CUST100405,Kotak Mahindra Bank,Mass Retail,3,12,9200,40000,74,309,184000,870000,23.1,Low Risk
CUST100406,IDFC First Bank,Business,18,77,1180000,5000000,311,1483,22471000,93250000,23.1,Low Risk
CUST100407,State Bank of India,Mass Retail,5,10,16300,50000,115,258,239000,1030000,36.6,Low Risk
CUST100408,ICICI Bank,Mass Retail,5,12,6100,40000,63,228,119000,810000,23.8,Low Risk
CUST100409,Union Bank of India,Business,25,54,197000,1000000,580,1356,2971000,21750000,29.1,Low Risk
CUST100410,Yes Bank,Mass Retail,4,8,30300,75000,70,169,569000,1700000,40.5,Low-Medium Risk
CUST100411,Union Bank of India,Mass Retail,1,7,4900,25000,18,179,111000,570000,16.2,Low Risk
CUST100412,Federal Bank,SME,7,40,176100,400000,143,849,2257000,7580000,28.4,Low Risk
CUST100413,Canara Bank,SME,7,30,193000,750000,151,707,3191000,17770000,22.0,Low Risk
CUST100414,Axis Bank,Affluent,4,13,110700,300000,81,254,2118000,6820000,32.9,Low Risk
CUST100415,IndusInd Bank,Affluent,9,13,116400,400000,166,269,2599000,9690000,44.5,Low-Medium Risk
CUST100416,Yes Bank,Affluent,25,20,161800,200000,514,488,3141000,4230000,94.0,High Risk
CUST100417,Punjab National Bank,Mass Retail,1,10,23100,75000,21,227,385000,1820000,18.7,Low Risk
CUST100418,Kotak Mahindra Bank,Mass Retail,1,10,27800,100000,26,255,679000,2410000,20.1,Low Risk
CUST100419,Yes Bank,Premium,2,23,45100,1000000,53,506,957000,21070000,7.0,Low Risk
CUST100420,Indian Bank,Premium,29,32,523900,750000,967,803,10233000,15500000,84.5,Medium Risk
CUST100421,Bank of Baroda,Premium,15,33,42300,500000,238,731,875000,12260000,21.4,Low Risk
CUST100422,IDFC First Bank,Premium,39,32,649600,750000,881,827,10909000,17250000,92.4,High Risk
CUST100423,Kotak Mahindra Bank,Mass Retail,8,7,51400,40000,225,180,1167000,980000,121.7,High Risk
CUST100424,Bank of Baroda,Affluent,5,16,92900,200000,76,341,1938000,4720000,36.0,Low Risk
CUST100425,State Bank of India,Mass Retail,4,11,42800,100000,95,277,887000,2230000,38.6,Low Risk
CUST100426,Bank of Baroda,Affluent,6,18,32400,300000,108,449,560000,5640000,18.4,Low Risk
CUST100427,ICICI Bank,Affluent,3,13,118600,400000,54,266,1846000,8020000,24.3,Low Risk
CUST100428,Punjab National Bank,Business,11,54,125600,1000000,194,1262,2337000,24780000,13.9,Low Risk
CUST100429,HDFC Bank,Mass Retail,12,13,33700,50000,294,254,620000,1010000,81.6,Medium Risk
CUST100430,Bank of India,Mass Retail,1,6,13000,100000,23,149,250000,1870000,14.3,Low Risk
CUST100431,Bank of Baroda,Mass Retail,5,11,105700,100000,186,222,3369000,2300000,98.9,High Risk
CUST100432,IndusInd Bank,Premium,4,29,43700,750000,63,565,684000,17350000,8.3,Low Risk
CUST100433,Canara Bank,Affluent,8,18,87100,300000,151,392,1818000,6000000,34.8,Low Risk
CUST100434,HDFC Bank,Mass Retail,1,11,18000,50000,33,253,316000,1000000,23.9,Low Risk
CUST100435,IDFC First Bank,Mass Retail,0,13,20700,100000,10,325,326000,2130000,10.7,Low Risk
CUST100436,HDFC Bank,Premium,20,23,631400,750000,668,594,13585000,13610000,95.3,High Risk
CUST100437,Bank of India,Mass Retail,2,6,13300,40000,37,132,281000,940000,31.1,Low Risk
CUST100438,Bank of India,Business,8,50,180000,1500000,169,971,3060000,30330000,13.4,Low Risk
CUST100439,Punjab National Bank,Premium,7,20,32400,300000,146,485,648000,7190000,19.9,Low Risk
CUST100440,Bank of Baroda,Mass Retail,1,12,3600,40000,17,275,76000,940000,7.8,Low Risk
CUST100441,ICICI Bank,Mass Retail,8,8,46400,75000,237,177,1268000,1700000,89.8,Medium Risk
CUST100442,State Bank of India,SME,23,35,741800,750000,569,741,18649000,15210000,93.6,High Risk
CUST100443,ICICI Bank,Mass Retail,1,7,7700,50000,12,158,121000,1080000,12.1,Low Risk
CUST100444,HDFC Bank,Mass Retail,1,6,11600,50000,25,128,174000,1060000,19.1,Low Risk
CUST100445,ICICI Bank,Business,26,74,750500,2500000,620,1798,12949000,50930000,30.6,Low Risk
CUST100446,Bank of India,SME,33,31,214000,200000,973,707,5885000,4790000,118.1,High Risk
CUST100447,Punjab National Bank,SME,26,49,1031000,750000,855,1232,23688000,16040000,106.6,High Risk
CUST100448,ICICI Bank,Premium,3,25,432700,1000000,44,570,9819000,23830000,27.9,Low Risk
CUST100449,Bank of Baroda,Mass Retail,0,8,17400,50000,6,165,328000,940000,20.5,Low Risk
CUST100450,HDFC Bank,Mass Retail,0,7,14800,40000,8,175,191000,760000,18.5,Low Risk
CUST100451,Yes Bank,Premium,23,33,640300,1000000,516,756,14058000,24840000,64.2,Low-Medium Risk
CUST100452,Yes Bank,Affluent,12,21,73500,400000,199,429,1119000,8850000,31.3,Low Risk
CUST100453,Yes Bank,Affluent,8,20,80800,150000,187,467,1686000,3240000,47.3,Low-Medium Risk
CUST100454,IndusInd Bank,Business,1,73,968900,2500000,15,1570,14492000,54160000,18.9,Low Risk
CUST100455,Union Bank of India,Mass Retail,2,11,12800,100000,46,274,194000,1950000,14.1,Low Risk
CUST100456,HDFC Bank,Affluent,3,21,38100,150000,57,466,818000,3450000,19.4,Low Risk
CUST100457,Bank of Baroda,Mass Retail,4,9,1000,75000,113,217,14000,1390000,21.7,Low Risk
CUST100458,Union Bank of India,Affluent,0,17,113100,400000,7,334,1925000,8810000,14.4,Low Risk
CUST100459,IDFC First Bank,Mass Retail,4,6,11700,25000,81,131,237000,550000,53.6,Low-Medium Risk
CUST100460,Kotak Mahindra Bank,Mass Retail,1,8,12900,40000,30,207,223000,980000,21.1,Low Risk
CUST100461,Punjab National Bank,Mass Retail,8,10,34500,40000,231,247,954000,870000,93.2,High Risk
CUST100462,ICICI Bank,Affluent,4,16,119800,400000,67,322,1536000,7580000,24.1,Low Risk
CUST100463,Union Bank of India,Premium,33,29,427700,500000,787,607,9574000,11000000,102.1,High Risk
CUST100464,Bank of India,Affluent,14,21,62500,400000,217,447,1173000,7460000,34.5,Low Risk
CUST100465,Kotak Mahindra Bank,SME,9,54,396000,750000,198,1272,6622000,14570000,34.7,Low Risk
CUST100466,IndusInd Bank,Mass Retail,7,8,19900,25000,167,194,405000,460000,85.3,Medium Risk
CUST100467,State Bank of India,Mass Retail,1,13,17100,100000,35,315,372000,2160000,13.7,Low Risk
CUST100468,Federal Bank,Business,2,42,793800,2500000,41,948,12118000,46480000,18.2,Low Risk
CUST100469,IndusInd Bank,Mass Retail,3,12,21200,100000,55,296,304000,2130000,19.5,Low Risk
CUST100470,IndusInd Bank,SME,25,48,1765100,1500000,514,1059,42011000,36800000,87.2,Medium Risk
CUST100471,IDFC First Bank,Mass Retail,5,12,11500,50000,79,238,273000,1150000,29.7,Low Risk
CUST100472,Union Bank of India,SME,12,45,106400,400000,242,1033,1599000,7420000,24.7,Low Risk
CUST100473,Canara Bank,Mass Retail,3,11,23100,50000,56,282,393000,980000,34.4,Low Risk
CUST100474,ICICI Bank,Business,23,77,15500,1000000,583,1890,255000,22720000,14.3,Low Risk
CUST100475,Punjab National Bank,Affluent,6,21,9200,200000,126,484,227000,4850000,14.9,Low Risk
CUST100476,Federal Bank,SME,22,30,71400,400000,512,706,1008000,7290000,41.1,Low-Medium Risk
CUST100477,Bank of Baroda,Mass Retail,1,6,30000,50000,16,153,543000,1180000,35.6,Low Risk
CUST100478,Yes Bank,Affluent,3,19,8600,100000,61,418,129000,2190000,11.0,Low Risk
CUST100479,Yes Bank,SME,50,45,676200,750000,940,959,15860000,16370000,98.3,High Risk
CUST100480,Bank of India,Affluent,15,17,368200,400000,589,439,7678000,9880000,96.4,High Risk
CUST100481,Punjab National Bank,Affluent,7,19,245900,200000,197,476,5651000,4650000,85.8,Medium Risk
CUST100482,Kotak Mahindra Bank,Premium,9,25,169600,750000,187,532,4076000,17960000,28.5,Low Risk
CUST100483,HDFC Bank,Affluent,6,16,163000,300000,153,356,3082000,6140000,46.9,Low-Medium Risk
CUST100484,Canara Bank,Affluent,17,19,47500,150000,488,416,1192000,3280000,64.4,Low-Medium Risk
CUST100485,Bank of Baroda,Affluent,0,13,13200,100000,6,261,288000,2230000,7.7,Low Risk
CUST100486,State Bank of India,Business,5,68,30500,500000,107,1748,424000,10130000,5.7,Low Risk
CUST100487,IndusInd Bank,Mass Retail,12,12,32900,40000,339,262,905000,880000,102.2,High Risk
CUST100488,Yes Bank,Mass Retail,3,7,37100,100000,63,176,509000,1970000,35.0,Low Risk
CUST100489,IDFC First Bank,SME,11,46,272400,1500000,245,935,3830000,28510000,19.7,Low Risk
CUST100490,Axis Bank,Business,7,75,383300,2500000,128,1713,8107000,51540000,12.2,Low Risk
CUST100491,IndusInd Bank,Affluent,17,17,227200,400000,337,326,7118000,9270000,82.2,Medium Risk
